topic_id	initial_request	clarification_need	question_id	question	rank_label
138	i am looking for information on jax chemical company	3	Q01612	do you need details on where jax chemical company is	0
138	i am looking for information on jax chemical company	3	Q01634	do you need info on jax chemical company	0
138	i am looking for information on jax chemical company	3	Q01636	do you need info on what jax chemical company produces	1
138	i am looking for information on jax chemical company	3	Q01678	do you need product information	0
138	i am looking for information on jax chemical company	3	Q01690	do you need the address of jax chemical company	0
138	i am looking for information on jax chemical company	3	Q00001	<None>	0
14	i am interested in dinosaurs	4	Q00173	are you interested in coloring books	0
14	i am interested in dinosaurs	4	Q03021	which dinosaurs are you interested in	0
14	i am interested in dinosaurs	4	Q03162	would you like a list of dinosaur movies	0
14	i am interested in dinosaurs	4	Q03869	would you like to see pictures or videos of dinosaurs	0
14	i am interested in dinosaurs	4	Q00184	are you interested in dinosaur toys	0
14	i am interested in dinosaurs	4	Q00230	are you interested in home decor items that are dinosaur related	1
14	i am interested in dinosaurs	4	Q00615	are you looking for a dinosaur costume or game	0
14	i am interested in dinosaurs	4	Q00670	are you looking for a specific dinosaur	0
14	i am interested in dinosaurs	4	Q00698	are you looking for a specific web site about dinosaurs	0
14	i am interested in dinosaurs	4	Q00804	are you looking for dinosaur books	0
14	i am interested in dinosaurs	4	Q00938	are you looking for meat eating or plant eating dinosaurs	0
14	i am interested in dinosaurs	4	Q01766	do you want a list of dinosaur names	0
14	i am interested in dinosaurs	4	Q00001	<None>	0
140	information about east ridge high school .	3	Q00190	are you interested in east ridge high school latest news	0
140	information about east ridge high school .	3	Q01689	do you need the address of east ridge high school	1
140	information about east ridge high school .	3	Q02570	in which state are you looking for east ridge high school	0
140	information about east ridge high school .	3	Q02788	what information about east ridge high school are you looking for	0
140	information about east ridge high school .	3	Q00820	are you looking for east ridge high school activities	0
140	information about east ridge high school .	3	Q00821	are you looking for east ridge high school in woodbury mn	0
140	information about east ridge high school .	3	Q00697	are you looking for a specific web site	0
140	information about east ridge high school .	3	Q00880	are you looking for information about the sports facilities at the school	0
140	information about east ridge high school .	3	Q01298	are you seaching for east ridge high school community education	0
140	information about east ridge high school .	3	Q01306	are you searching for east ridge high school football schedule	0
140	information about east ridge high school .	3	Q01307	are you searching for east ridge high school located in clermont fl	0
140	information about east ridge high school .	3	Q01617	do you need directions to east ridge high school	0
140	information about east ridge high school .	3	Q00001	<None>	0
141	how to register dmv in va ?	1	Q00341	are you interested in organ donation information	0
141	how to register dmv in va ?	1	Q03207	would you like directions to the va dmv registration	0
141	how to register dmv in va ?	1	Q03218	would you like hours for va dmv registration	0
141	how to register dmv in va ?	1	Q03286	would you like the phone numbers to the va dmv registration	0
141	how to register dmv in va ?	1	Q03332	would you like to email the va dmv registration	0
141	how to register dmv in va ?	1	Q00696	are you looking for a specific web page	0
141	how to register dmv in va ?	1	Q00968	are you looking for physical locations of dmv offices	0
141	how to register dmv in va ?	1	Q01312	are you searching for required documentation for vehicle registration	0
141	how to register dmv in va ?	1	Q01765	do you want a list of departments within the va dmv registration	0
141	how to register dmv in va ?	1	Q02403	do you want to obtain forms from the dmv	0
141	how to register dmv in va ?	1	Q02421	do you want to renew a drivers license	0
141	how to register dmv in va ?	1	Q02706	what are in interested in about va dmv registration	1
141	how to register dmv in va ?	1	Q02872	what services do you want to find information about	0
141	how to register dmv in va ?	1	Q00001	<None>	0
143	tell me more on health clubs in arkansas	2	Q00592	are you looking for a 24 hour fitness center	1
143	tell me more on health clubs in arkansas	2	Q03572	would you like to know subsrition pricing to arkadelphia health club	0
143	tell me more on health clubs in arkansas	2	Q03916	would you like to take a zuma class at arkadelphia health club	0
143	tell me more on health clubs in arkansas	2	Q03236	would you like information on yelp	0
143	tell me more on health clubs in arkansas	2	Q03570	would you like to know some website address	0
143	tell me more on health clubs in arkansas	2	Q03133	would like a review of arkadelphia health club	0
143	tell me more on health clubs in arkansas	2	Q03362	would you like to kinow the phone nummber to arkadelphia health club	0
143	tell me more on health clubs in arkansas	2	Q00626	are you looking for a health club or a country club	0
143	tell me more on health clubs in arkansas	2	Q00742	are you looking for any specific information about arkadelphia health club	0
143	tell me more on health clubs in arkansas	2	Q00950	are you looking for multiple health clubs in arkadelphia ar	0
143	tell me more on health clubs in arkansas	2	Q01208	are you referring to a health club in arkadelphia ar	0
143	tell me more on health clubs in arkansas	2	Q01353	are you trying to compare different fitness centers in arkadelphia ar	0
143	tell me more on health clubs in arkansas	2	Q02573	is arkadelphia in the name of the health club	0
143	tell me more on health clubs in arkansas	2	Q03208	would you like diretions to arkadeliphia health club	0
143	tell me more on health clubs in arkansas	2	Q03293	would you like to be friends on facebook with arkadelphia health club	0
143	tell me more on health clubs in arkansas	2	Q00001	<None>	0
144	where can i buy a trombone ?	2	Q00388	are you interested in selling a trombone you own	0
144	where can i buy a trombone ?	2	Q03861	would you like to see music stores in your area	0
144	where can i buy a trombone ?	2	Q03908	would you like to see trombones for beginners	0
144	where can i buy a trombone ?	2	Q03909	would you like to see trombones for sale on amazon	0
144	where can i buy a trombone ?	2	Q03910	would you like to see trombones for sale on ebay	0
144	where can i buy a trombone ?	2	Q00389	are you interested in selling or buying a trombone on amazon	0
144	where can i buy a trombone ?	2	Q00390	are you interested in selling or buying a trombone on ebay	0
144	where can i buy a trombone ?	2	Q00482	are you interested in the price range for trombones	0
144	where can i buy a trombone ?	2	Q00655	are you looking for a place to sell a used trombone	0
144	where can i buy a trombone ?	2	Q00662	are you looking for a second hand music store near you	0
144	where can i buy a trombone ?	2	Q00700	are you looking for a store that sells trombones near you	1
